Key,ETag,Article Citation,AccessionID,Last Updated UTC (YYYY-MM-DD HH:MM:SS),PMID,License,Retracted
deprecated/oa_comm/xml/all/PMC10097830.xml,89c19dd83c6983dfc9dc28764c63b4a6,Neurorehabil Neural Repair. 2023 Jun 13; 37(6):367-373,PMC10097830,2026-04-22 23:42:01,36226541,CC BY,no
deprecated/oa_comm/xml/all/PMC10099091.xml,e0531272d79bfd458a931c3bbfb641b2,Phys Med Biol. 2023 May 7; 68(9):095003,PMC10099091,2026-05-20 23:35:44,36958049,CC BY,no
deprecated/oa_comm/xml/all/PMC10101321.xml,cfe637a3f85f064e4c139dd9ce6154cd,Autophagy Rep.; 2(1):2166722,PMC10101321,2026-04-21 23:39:53,37064812,CC BY,no
deprecated/oa_comm/xml/all/PMC10101859.xml,806423b1696b9345c3b656000e4d5a66,Autism. 2023 May 24; 27(4):1157-1162,PMC10101859,2026-04-22 23:41:55,36840323,CC BY,no
deprecated/oa_comm/xml/all/PMC10102842.xml,e887c20c37660c2adf0e578d33b93dbe,Clin Cancer Res. 2023 Apr 14; 29(8):1631-1642,PMC10102842,2026-04-22 23:42:59,36689546,CC BY,no
deprecated/oa_comm/xml/all/PMC10104450.xml,e1283786ee44e573ea263f9094b5bb60,Autophagy Rep.; 2(1):2149211,PMC10104450,2026-04-21 23:39:51,37064813,CC BY,no
deprecated/oa_comm/xml/all/PMC10104963.xml,17220a42dbd4217eed772ab1d50b9707,J Aging Health. 2023 Jun 15; 35(5-6):356-369,PMC10104963,2026-04-22 23:41:56,36245236,CC BY,no
deprecated/oa_comm/xml/all/PMC10106088.xml,3db2cc88c35f8cd6e91090f16fac98a4,Immunohorizons. 2023 Jan 19; 7(1):125-139,PMC10106088,2026-04-22 23:42:14,36656137,CC BY,no
deprecated/oa_comm/xml/all/PMC10106305.xml,2798f2f5108e61248a113fd43db886ff,Psychol Med.; 53(5):2041-2049,PMC10106305,2026-04-22 23:41:54,37310333,CC BY,no
deprecated/oa_comm/xml/all/PMC10108073.xml,a6e79527826c415a18214ac1ed716cee,FASEB J. 2023 Mar 3; 37(3):e22777,PMC10108073,2026-04-22 23:41:55,36734881,CC BY,no
deprecated/oa_comm/xml/all/PMC10108361.xml,ffe69a60957a0cc440859fc74ea0de10,Phys Med Biol. 2023 May 7; 68(9):095004,PMC10108361,2026-05-14 23:37:16,36996842,CC BY,no
deprecated/oa_comm/xml/all/PMC10111852.xml,fe0c65e04cddeb51a4841d43dd94f26d,Infect Control Hosp Epidemiol.; 44(6):968-970,PMC10111852,2026-04-22 23:41:59,35801814,CC BY,no
deprecated/oa_comm/xml/all/PMC10111877.xml,f2eb264c6b265e344b2f4ca1cb392a20,Physiol Meas. 2023 Apr 1; 44(4):044002,PMC10111877,2026-05-14 23:37:14,36963114,CC BY,no
deprecated/oa_comm/xml/all/PMC10115654.xml,253ba06c07760af68a844321e269f115,Nature. 2023 Apr 5; 616(7957):581-589,PMC10115654,2026-04-22 23:42:34,37020023,CC BY,no
deprecated/oa_comm/xml/all/PMC10117102.xml,493670dd6fec0b27b6e05f71070a5948,Proteoglycan Res. 2023 Jan 1; 1(1):e1,PMC10117102,2026-04-22 23:42:21,37091070,CC BY,no
deprecated/oa_comm/xml/all/PMC10118105.xml,65d2c7942a0421e7c76c79c4edfc07fa,PLoS One. 2023 Apr 20; 18(4):e0282435,PMC10118105,2026-04-09 23:36:47,37079561,CC BY,no
deprecated/oa_comm/xml/all/PMC10119268.xml,4a2085f9762ce673162104220db00648,Neurochem Res. 2023 Jan 31; 48(6):1864-1888,PMC10119268,2026-05-28 23:36:51,36719560,CC BY,no
deprecated/oa_comm/xml/all/PMC10120399.xml,4eef28f01822ccb8e5b55903040c90f5,Psychol Med.; 53(13):6027-6036,PMC10120399,2026-04-22 23:42:13,36268877,CC BY,no
deprecated/oa_comm/xml/all/PMC10122431.xml,29e33c4d3ad33510a4a679ecb75050ba,Immunohorizons. 2023 Mar 23; 7(3):235-242,PMC10122431,2026-04-22 23:42:15,36951874,CC BY,no
deprecated/oa_comm/xml/all/PMC10123833.xml,f67df1d69cddfcb9870fc04ecda270a7,Psychol Med.; 53(6):2296-2306,PMC10123833,2026-04-22 23:41:55,37310313,CC BY,no
deprecated/oa_comm/xml/all/PMC10123961.xml,5f02be2dcdd1bbb9b26715b4f93db181,Int J Prison Health. 2023 Feb 13; 19(1):4-19,PMC10123961,2026-04-22 23:42:03,36757114,CC BY,no
deprecated/oa_comm/xml/all/PMC10126383.xml,93f5065dfa65e195a86abfc81e7345ec,Phys Med Biol. 2023 May 7; 68(9):095011,PMC10126383,2026-05-14 23:37:08,37019119,CC BY,no
deprecated/oa_comm/xml/all/PMC10130817.xml,dbe0d934a7f2993a76e9c6ac1238ba8f,Sci Rep. 2023 Apr 26; 13:6792,PMC10130817,2026-05-05 23:36:19,37100889,CC BY,no
deprecated/oa_comm/xml/all/PMC10137904.xml,5109b7138aa13addc5fd4ad217872089,Front Syst Biol. 2023 Apr 12; 3:1092341,PMC10137904,2026-04-21 23:40:08,37122388,CC BY,no
deprecated/oa_comm/xml/all/PMC10140349.xml,9ef7bca08aa95cc787c4895508922357,Front Oncol. 2023 Apr 14; 13:1112576,PMC10140349,2026-05-08 23:36:28,37124494,CC BY,no
deprecated/oa_comm/xml/all/PMC10145026.xml,0a36d973c62f62b28a1bb4564e6dd4ce,J Neurol Neurosurg Psychiatry. 2023 May 15; 94(5):403-405,PMC10145026,2026-04-22 23:41:57,36522155,CC BY,no
deprecated/oa_comm/xml/all/PMC10148893.xml,fe6133bb59de1a8749227d32c83a8a66,J Physiol. 2023 May 1; 601(9):1521-1542,PMC10148893,2026-04-22 23:41:59,36314992,CC BY,no
deprecated/oa_comm/xml/all/PMC10148897.xml,6f24d365d35c15d496d57d85bd7addfe,Exp Physiol. 2023 Mar 27; 108(5):659-660,PMC10148897,2026-04-22 23:42:28,36970942,CC BY,no
deprecated/oa_comm/xml/all/PMC10148902.xml,e08f558a1b62d02ffda46408d407d3af,Exp Physiol. 2023 Mar 23; 108(5):692-705,PMC10148902,2026-04-22 23:42:28,36951536,CC BY,no
deprecated/oa_comm/xml/all/PMC10148951.xml,7e3b3da6d96edcdb46b38cde4cfd49b9,Nat Aging. 2023 Feb 9; 3(3):248-257,PMC10148951,2026-04-22 23:41:57,37118425,CC BY,no
deprecated/oa_comm/xml/all/PMC10149552.xml,5a150474921d4f304fd64efce928830b,Mult Scler. 2023 Apr 8; 29(4-5):505-511,PMC10149552,2026-04-21 23:39:54,36755464,CC BY,no
deprecated/oa_comm/xml/all/PMC10150243.xml,e90ea13d89b1c40220dd4eb4a8e5ba5b,Cancer Epidemiol Biomarkers Prev. 2023 May 1; 32(5):588-596,PMC10150243,2026-04-22 23:43:00,36867865,CC BY,no
deprecated/oa_comm/xml/all/PMC10150245.xml,91395e91478ffd725691deaec194ad1c,Cancer Epidemiol Biomarkers Prev. 2023 May 1; 32(5):597-605,PMC10150245,2026-04-22 23:42:59,36867866,CC BY,no
deprecated/oa_comm/xml/all/PMC10151439.xml,8ff74c9f549c017a58c7f5bfc5ce052b,J Aging Health. 2022 Nov 2; 35(7-8):543-555,PMC10151439,2026-04-22 23:43:05,36321864,CC BY,no
deprecated/oa_comm/xml/all/PMC10152493.xml,5d2123853c614637bcf826f382114eea,J Child Psychol Psychiatry. 2023 May 21; 64(5):797-806,PMC10152493,2026-04-22 23:42:02,36541428,CC BY,no
deprecated/oa_comm/xml/all/PMC10154193.xml,6644101d8c4baead8df75a4a53d80474,Nat Aging. 2022 Feb 21; 2(3):264-271,PMC10154193,2026-04-22 23:41:56,37118370,CC BY,no
deprecated/oa_comm/xml/all/PMC10154214.xml,d5cb545bfb3ee643833ed14d3ca6c2a6,Nat Aging. 2023 Feb 20; 3(3):275-296,PMC10154214,2026-04-22 23:41:56,37118426,CC BY,no
deprecated/oa_comm/xml/all/PMC10154222.xml,0e229176e838cc639baf8f36516ac2e4,Nat Chem Biol. 2023 Jan 30; 19(5):641-650,PMC10154222,2026-04-22 23:41:56,36717711,CC BY,no
deprecated/oa_comm/xml/all/PMC10156871.xml,9afd52f8bf2a146eb26f95b8996811e1,Public Health Nutr.; 26(2):496-502,PMC10156871,2026-04-15 23:36:24,36329644,CC BY,no
deprecated/oa_comm/xml/all/PMC10157365.xml,b47720b839353e2c656151b177cbe020,Mol Cancer Ther. 2023 May 4; 22(5):583-598,PMC10157365,2026-04-22 23:43:01,36752780,CC BY,no
deprecated/oa_comm/xml/all/PMC10160738.xml,89521c0c0763ee04618c471cc9e125d1,Phys Med Biol. 2023 May 21; 68(10):105006,PMC10160738,2026-05-14 23:37:13,36996837,CC BY,no
deprecated/oa_comm/xml/all/PMC10160739.xml,68f87a293586200be5527e2bc234d9d9,Phys Med Biol. 2023 May 21; 68(10):105004,PMC10160739,2026-05-14 23:37:16,37015231,CC BY,no
deprecated/oa_comm/xml/all/PMC10163240.xml,aeebddd31d53e87e2c52958d551853e3,Sci Rep. 2023 May 5; 13:7373,PMC10163240,2026-05-04 23:36:25,37147337,CC BY,no
deprecated/oa_comm/xml/all/PMC10164442.xml,0a53d124e00cb058c1738d0a12479090,Npj Ment Health Res. 2023 Apr 18; 2:5,PMC10164442,2026-04-22 23:42:27,37159797,CC BY,no
deprecated/oa_comm/xml/all/PMC10172390.xml,8a01b83b4d9d32e2daf09fc4402f7a92,Public Health Nutr.; 26(2):476-487,PMC10172390,2026-04-15 23:39:11,36357340,CC BY,no
deprecated/oa_comm/xml/all/PMC10175208.xml,44c96359f35ffc823169f63b55171f2c,Acta Neuropathol. 2023 Apr 22; 145(6):847-850,PMC10175208,2026-04-22 23:41:57,37086326,CC BY,no
deprecated/oa_comm/xml/all/PMC10180026.xml,bcbf58fc8f701cd0477b9913da90e360,Cardiol Plus. 2023 Apr 4 Jan-Mar; 8(1):18-26,PMC10180026,2026-04-22 23:41:57,37187809,CC BY-SA,no
